date,description,amount,category
2025-08-18,# MEIJER NEW KRISTABOROUGH CA  65y9,173.86,Groceries
2026-02-09,"REF CHAMBERS, CALLAHAN AND VANCE 077 AL JACKSONBURGH PA  16E9",112.41,Restaurants
2024-05-23,DEBIT FARRELL PLC 328 KS CHRISTOPHERBURY GU  32K8,306.19,Insurance
2025-04-15,DEBIT WHITAKER AND SONS 919 AK LAURATON VA  60k7,107.86,Restaurants
2026-01-05,TXN EVANS-WOODS 581 PA NEW ASHLEYBOROUGH CA  76T1,64.59,Gas
2025-03-31,TXN KENNEDY GROUP 287 ID NEW AMBERBOROUGH GU  34V2,286.09,Utilities
2024-06-28,"POS BROWN, CURRY AND DAVIS 143 KY SOUTH CHRISTOPHER NJ  20b4",277.47,Utilities
2025-08-25,DEBIT ADIDAS NORTH FRANK GA  07I6,385.48,Clothing
2024-07-27,"TXN GIBSON, PAYNE AND LYONS 718 WV CALLAHANVIEW MN  02l6",186.98,Other
2025-04-04,"PAYMENT BROWN, EVANS AND SCHAEFER 941 GU LAKE JASONSTAD TN  32q1",485.79,Clothing
2024-08-26,"PURCHASE AUTHORIZED DIAZ, ARCHER AND STEWART 815 NY KIRKCHESTER ID  45u3",88.84,Electronics
2025-11-05,"# MILLER, RODRIGUEZ AND MOLINA 838 NJ ESPINOZABURGH SD  90d6",2.82,Coffee Shops
2024-03-04,DEBIT PIZZA HUT LAKE NICHOLAS MA  23Y3,17.89,Restaurants
2024-07-05,TXN FLEMING AND SONS 060 AK ANDREWBURY HI  11H7,53.64,Restaurants
2025-07-11,"TXN YOUNG, BOYER AND GOODWIN 725 VI MUELLERVILLE NV  70R2",56.86,Other
2025-09-29,ONLINE PAYMENT IHG LAKE JANICESHIRE NH  29e7,381.67,Hotels
2025-10-26,ONLINE PAYMENT GARZA-ALVAREZ 713 FL PORT JEANVIEW KY  81s1,222.97,Utilities
2024-07-10,"ONLINE PAYMENT JOHNSON, MACK AND HENDRIX 240 AK LAKE GARY OH  64Q2",31.13,Public Transport
2024-05-23,REF POWELL-MILLER 207 GA LAKE KATHRYN VI  48n0,438.52,Other
2024-03-14,"REF JAMES, DYER AND GATES 022 IL PORT JONATHAN ME  29k5",3.89,Coffee Shops
2024-08-18,DEBIT LAMBERT-MOSS 857 MT NEWMANVILLE VA  65C7,86.91,Other
2025-06-29,"PAYMENT TAYLOR, WEEKS AND CLINE 454 UT ALISONBOROUGH OR  62j3",369.12,Other
2025-05-30,"TXN HILL, STEWART AND PEREZ 951 WA JILLIANPORT VT  90a4",139.34,Restaurants
2024-06-08,POS YODER-HOLLAND 589 MD JAMESCHESTER PR  01F6,156.77,Electronics
2024-10-23,"POS BAIRD, TORRES AND BOYD 681 AL LAKE DALTONMOUTH PW  82G5",171.43,Groceries
2025-08-20,"# MILLER, YATES AND PHILLIPS 752 WI WEST JONATHAN VA  18d9",34.63,Public Transport
2025-10-21,REF BLACKBURN PLC 626 VT PAULVILLE MA  72P5,313.51,Airfare
2024-06-28,TXN GIBBS-WILLIAMS 308 SD WAGNERBERG OH  17P5,225.94,Utilities
2024-07-16,TXN OLD NAVY MIRANDASTAD WV  02T8,24.06,Clothing
2024-11-26,REF HENDERSON-HUDSON 628 CO NORTH MICHAELTOWN UT  77D6,13.62,Coffee Shops
2024-05-17,# SILVA-WILSON 758 KY SOUTH SHARON OK  00p8,17.36,Streaming
2025-07-01,# MARTIN-RIVERS 188 MN JEFFERYBURGH WY  64o1,443.99,Other
2024-06-23,"REF BLAKE, CLARK AND LINDSEY 639 RI STEWARTMOUTH NE  81R0",987.35,Electronics
2024-04-05,POS BATES LLC 484 GA SOUTH JOSHUAFURT WY  56M8,138.32,Other
2024-12-26,"INV JAMES, MOSLEY AND BROWN 258 HI JERRYBOROUGH CO  73X9",341.07,Hotels
2024-10-15,"REF RAMSEY, SULLIVAN AND MILLER 932 VI WEST VICTORFURT NM  89L3",67.59,Gas
2025-10-16,POS ORTEGA LLC 371 GA JAMESFORT LA  42Z5,161.35,Other
2024-11-17,"POS BRADLEY, HILL AND PATEL 252 AZ DEVONVILLE AZ  66Y7",170.18,Hotels
2026-02-12,REF GRIFFIN AND SONS 486 MI YOUNGTON GA  01L5,27.72,Public Transport
2024-10-19,PURCHASE AUTHORIZED RICHARD PLC 000 PA SHANNONMOUTH MS  50d2,326.25,Clothing
2025-01-24,TXN LOWE-SMITH 761 PR JORDANTOWN IL  40s2,119.49,Other
2025-09-29,"TXN ROWLAND, HALL AND WALSH 197 NJ NORTH HEATHER NE  61F7",95.01,Restaurants
2025-05-20,INV ELLIOTT-SMITH 737 MA NEW DEREK AK  61L9,78.15,Insurance
2025-04-29,# JONES LLC 336 SC NEW NORMATOWN SD  41L2,473.28,Other
2025-12-19,"PURCHASE AUTHORIZED BARNETT, DOMINGUEZ AND COX 687 GA SOUTH JOEL FM  11x6",47.58,Other
2025-09-20,TXN CAREY-MCDANIEL 239 CA NORTH PAMELASHIRE MN  79S5,10.91,Streaming
2025-12-25,# SNYDER-COOPER 234 MT GERALDBERG MO  51w7,17.3,Streaming
2025-03-03,REF TRADER JOE'S CHRISTOPHERFURT LA  65M2,52.06,Groceries
2025-05-07,"INV GREEN, EVANS AND BERG 172 OH FRANKSIDE HI  06r0",350.63,Other
2025-07-13,INV FITZPATRICK GROUP 011 MS JILLBURGH NC  73Y7,398.0,Other
2025-07-07,"INV WILLIAMS, WILSON AND HUMPHREY 987 IA PORT DAVID TX  09f4",412.74,Other
2024-06-21,"ONLINE PAYMENT HOLT, GUZMAN AND MORRIS 163 UT TAMARASIDE RI  61C0",71.14,Restaurants
2024-07-30,PURCHASE AUTHORIZED STRICKLAND LTD 515 SC TIFFANYVILLE HI  43J5,412.08,Clothing
2025-01-17,"POS THOMAS, SMITH AND DAVIS 901 VI FRANKBURY UT  14e3",57.91,Groceries
2024-08-07,ONLINE PAYMENT LONG-THOMPSON 947 MS SOUTH FERNANDOHAVEN IN  03s7,58.59,Restaurants
2025-03-10,REF MILLER GROUP 914 CT EAST PAULBURY FM  05K8,88.34,Other
2025-12-15,INV GONZALEZ AND SONS 040 IL NEW DAVIDHAVEN MI  05X8,165.58,Groceries
2024-03-04,POS GORDON-MADDEN 631 IL OLIVERBERG DC  10V7,61.89,Restaurants
2024-09-01,POS WARD LLC 010 VI JONSIDE MS  78L1,466.14,Airfare
2025-08-01,PAYMENT WEST-WALTON 412 CT PEREZMOUTH SC  52B3,84.03,Clothing
2025-10-14,REF RICHARDSON GROUP 716 PR NANCYHAVEN TN  96n3,3.88,Coffee Shops
2024-04-01,PURCHASE AUTHORIZED DAVIS-ELLIS 111 GA JOANNAMOUTH ME  65Q0,17.65,Groceries
2025-04-14,PAYMENT VILLA-GREENE 064 NM PETERSONVIEW AK  49K7,425.78,Hotels
2025-06-12,# MYERS LTD 489 WA WELCHFORT ID  12j6,65.54,Gas
2025-02-10,TXN HAMPTON-JOHNSON 672 CO GORDONMOUTH NH  68H8,276.44,Utilities
2024-07-20,"PAYMENT DAY, MOORE AND MEYERS 770 SC DAVIDVILLE WV  06P5",360.47,Other
2024-04-25,"PURCHASE AUTHORIZED NGUYEN, ALVARADO AND LEE 270 DC CHANDLERSTAD AZ  15n6",91.91,Gas
2026-01-11,TXN HUFF-RODRIGUEZ 840 NJ PORT KEVINTOWN WA  84p4,460.78,Clothing
2024-02-22,INV CHAVEZ-CARTER 214 SC SANDRAVIEW HI  16B1,38.51,Other
2024-12-19,"INV LANG, BROWN AND MERRITT 236 DC BALLARDCHESTER ID  14q9",154.8,Other
2024-04-05,TXN LANG-BECKER 708 FM RUSSELLBURGH IL  46M7,224.42,Other
2025-02-01,ONLINE PAYMENT CTA MARTINEZBURGH VT  32W0,25.02,Public Transport
2024-05-28,PURCHASE AUTHORIZED FARRELL GROUP 603 CO NEW DONALD NY  39K7,94.48,Utilities
2025-07-30,TXN TRAVIS INC 977 AS NEW AMANDABOROUGH FM  37j8,139.29,Insurance
2024-11-09,# BEST BUY NEW MEGAN VI  46c0,670.51,Electronics
2024-08-30,"PAYMENT PRICE, PARKER AND RASMUSSEN 426 DC CHRISTOPHERCHESTER SD  53C4",5.13,Coffee Shops
2026-01-07,ONLINE PAYMENT ATKINS AND SONS 033 CO TYLERVILLE WV  46A5,31.92,Groceries
2024-08-28,REF FRENCH-SMITH 927 CO PEREZVIEW WI  02j4,48.14,Gas
2024-11-04,"POS DECKER, LEONARD AND JOHNSON 303 CO JENNIFERMOUTH CO  82L1",786.3,Electronics
2024-07-22,# ZAVALA-MOORE 345 TX SOUTH DOMINIC MD  71g7,10.02,Restaurants
2024-09-03,PAYMENT VAUGHAN-GIBSON 981 MH WEST STEPHEN AZ  32S4,485.58,Airfare
2024-09-06,"POS SMITH, JOHNSON AND TAYLOR 756 NV DEBORAHFORT TN  09H2",3.4,Coffee Shops
2025-08-10,"TXN OLSON, MILLER AND MARTIN 436 PR DAWNSHIRE CT  82I6",732.42,Airfare
2025-03-09,"PURCHASE AUTHORIZED HARTMAN, YOUNG AND HANSON 850 OH PORT JOSELAND OK  59d3",147.45,Utilities
2025-08-26,DEBIT OWENS AND SONS 661 WY WILLIAMFURT SC  96L3,92.72,Gas
2024-04-10,TXN KELLY LTD 393 OK EAST ERIK DC  73k2,360.27,Clothing
2024-05-24,# AMAZON MARKETPLACE SOUTH ANGELAMOUTH AK  70Y8,311.27,Other
2025-09-04,INV MCCARTY-GIBSON 759 CT JAMIETOWN MS  97u3,11.66,Coffee Shops
2026-01-15,"# KNOX, DUNCAN AND PATRICK 836 ME MELISSASHIRE WY  25Q8",396.25,Electronics
2024-08-24,DEBIT MARTIN LLC 552 ND NORTH CRISTIANVILLE ID  82p5,313.88,Insurance
2025-10-29,"TXN SIMPSON, SCHROEDER AND SMITH 027 NE KELLYMOUTH MT  80h9",34.77,Public Transport
2025-08-29,"TXN LEE, CARRILLO AND LAMBERT 501 TN LAKE VIRGINIA FL  43L5",233.12,Utilities
2024-09-26,"# WILLIAMS, SMITH AND JONES 744 WV SOUTH LINDSEY MT  35S7",56.41,Gas
2024-09-22,INV JOHNSON INC 722 GA EAST PATRICKBERG MD  17b4,14.72,Coffee Shops
2024-04-25,DEBIT HILL AND SONS 974 DC LAKE CATHERINE MH  30c8,374.79,Clothing
2024-08-02,TXN DELEON-WHEELER 195 GU MAYNARDBERG CO  10b0,661.66,Airfare
2024-07-02,"# SCOTT, SMITH AND MATHEWS 695 HI NORTH ROBERTFORT MD  88G6",657.26,Airfare
2026-01-09,"PURCHASE AUTHORIZED COLLINS, LONG AND JACKSON 870 PW HAHNFURT NE  18Y0",43.52,Restaurants
2024-03-01,INV MURPHY-WOOD 648 NC LAKE SUZANNE MP  87B0,1005.7,Electronics
2025-12-15,TXN MOBIL SOUTH MARIABERG NV  79D3,51.53,Gas
2026-01-20,"REF COOPER, HERRERA AND JOHNSON 493 DE PORT KRISTA NC  33r0",35.78,Public Transport
2025-05-28,"PAYMENT HAMILTON, BLACKWELL AND RIGGS 236 PR EVANCHESTER AL  45S4",68.69,Insurance
2024-07-15,"# PADILLA, GRAY AND POTTER 742 WI HOLLYHAVEN OR  26B6",396.0,Other
2025-11-14,REF STATE FARM MOOREBERG MS  18X5,250.92,Insurance
2025-12-20,POS HERNANDEZ-FISHER 864 AR JORDANLAND NC  58A9,958.12,Electronics
2025-09-10,PAYMENT ROBERSON AND SONS 033 MN EAST WILLIE NJ  92b2,37.27,Gas
2024-05-16,REF ALASKA AIR STEPHANIEHAVEN DC  69E2,909.32,Airfare
2025-07-27,"PURCHASE AUTHORIZED MARTINEZ, BEASLEY AND TURNER 416 NV JULIABERG RI  77k1",22.48,Restaurants
2024-10-31,REF FRENCH PLC 114 NC EAST ROBYN PA  88M9,129.87,Restaurants
2024-03-03,PAYMENT MCCANN-BAILEY 348 MH MARIAHMOUTH RI  88O8,124.31,Hotels
2024-12-20,# OCONNELL-HARRIS 803 HI STEVENTOWN IA  59l4,113.51,Other
2024-05-27,# WOOD PLC 020 GA BRADLEYBOROUGH TX  15F1,10.79,Streaming
2024-04-03,REF HAYES-FREEMAN 754 UT FREDMOUTH AK  58y0,21.87,Groceries
2025-11-18,DEBIT TOWNSEND LLC 658 VI JOHNSONMOUTH HI  47S6,26.5,Restaurants
2025-01-01,REF JOYCE LTD 978 PR HARTVILLE PR  77W5,416.61,Hotels
2024-12-20,"POS GRAHAM, PORTER AND WILLIAMS 417 MH RONALDFURT WI  45Q1",12.5,Clothing
2024-10-17,DEBIT WILLIAMS-HENSLEY 448 MI VAUGHNSHIRE TN  63W4,449.92,Other
2024-05-13,DEBIT SHAW GROUP 967 UT PHAMVIEW ID  23l7,6.32,Coffee Shops
2025-08-12,"INV MALONE, WILLIAMSON AND SMITH 515 TN PORT THOMASSTAD SD  87v0",1005.2,Electronics
2025-04-25,PURCHASE AUTHORIZED MITCHELL-PATTERSON 193 LA SOUTH TINA MT  44i4,92.17,Clothing
2025-02-05,REF AT&T MELINDASIDE VT  06V5,81.38,Utilities
2024-10-07,PURCHASE AUTHORIZED SIMMONS PLC 076 PA SOUTH KAITLYNTOWN FM  02l6,106.65,Other
2025-10-01,DEBIT COOK-WALLACE 100 ND WEST LINDSEYVILLE TX  41g8,44.43,Gas
2025-10-14,# DAVIS-ROBERTS 836 HI SOUTH KENNETHFORT NH  10n4,192.86,Other
2024-08-08,POS SCOTT INC 692 MT WESTPORT MT  34C1,103.04,Utilities
2024-10-22,"ONLINE PAYMENT LEE, MASON AND ONEAL 101 CO LAKE MCKENZIE WV  49B5",266.09,Insurance
2025-10-29,INV JENSEN-WATTS 269 NJ NEW ALLISONCHESTER CA  31X5,337.06,Other
2024-11-30,TXN BOWMAN-RICE 708 AS CHRISTINEBURGH IN  06W7,262.5,Utilities
2025-01-28,DEBIT ROSE LLC 565 AK JAMESFURT NE  99O5,48.68,Public Transport
2025-04-20,"INV GARCIA, SMITH AND CALHOUN 252 PR SOUTH ROBERT MT  83K0",274.97,Other
2024-10-05,PAYMENT MORSE-ROGERS 575 CO MARYFORT IL  39i0,24.54,Other
2025-03-10,"PAYMENT VASQUEZ, THOMPSON AND FLORES 397 NM PORT DANIEL OK  56p8",106.53,Groceries
2025-04-23,TXN CARRILLO GROUP 957 VI PORT BRIAN MD  52a1,37.05,Public Transport
2024-09-21,PURCHASE AUTHORIZED WERNER-GOLDEN 611 LA EAST ERICBURY IN  31H1,393.59,Clothing
2025-03-28,PURCHASE AUTHORIZED BURCH LTD 470 RI CLAYTONBURY IL  25c0,8.3,Coffee Shops
2025-01-08,POS YOUTUBE PREMIUM JENKINSBOROUGH AL  68C1,16.13,Streaming
2024-07-15,TXN BENNETT GROUP 386 AS HEATHERLAND WA  70H4,62.81,Insurance
2026-01-16,TXN GEORGE-DAVIS 824 OK EAST JAIME KS  65t0,540.86,Airfare
2024-06-07,POS TOWNSEND-WATKINS 179 MT NEW ANGEL GU  51n9,136.36,Restaurants
2025-09-27,PURCHASE AUTHORIZED COX INC 833 IN SOUTH MOLLY VA  07T2,711.06,Electronics
2024-06-19,REF OCONNOR-BECK 372 MT SOUTH CHELSEABURY SC  11B8,159.15,Groceries
2025-12-11,"PURCHASE AUTHORIZED VALDEZ, GARCIA AND RAMIREZ 908 ID SHAWNVILLE LA  36f7",21.14,Gas
2025-07-19,PAYMENT SMITH AND SONS 429 PR ROBERTVILLE OR  61j4,6.27,Coffee Shops
2025-10-24,POS CHEVRON BROOKSPORT NM  75L1,30.63,Gas
2025-04-08,# ZARA TAMARATON NC  59R4,446.07,Clothing
2025-06-15,PAYMENT FRIEDMAN-BARNETT 971 ID EAST BARBARAMOUTH MI  29G2,5.11,Public Transport
2024-10-13,POS TARGET NORTH VIRGINIASIDE CO  67n9,148.08,Groceries
2024-11-08,"DEBIT AYERS, DAVIS AND SMITH 747 NC WEST ANDREATOWN FM  98H4",14.56,Coffee Shops
2025-01-26,TXN EBAY LAKE DANIEL OK  49c8,188.42,Other
2024-07-17,"PAYMENT CUNNINGHAM, PERRY AND TAYLOR 475 AL PORT EMILYBURGH RI  86q9",115.87,Restaurants
2025-11-23,PAYMENT MORGAN LLC 688 MD ORTIZMOUTH KS  17z2,402.83,Other
2025-04-08,ONLINE PAYMENT GOMEZ AND SONS 392 AK SARAHFORT WV  49S9,256.73,Clothing
2024-07-26,ONLINE PAYMENT HILL AND SONS 211 TX COLEFORT WV  89O4,1638.71,Electronics
2025-04-06,PAYMENT SMITH-JAMES 295 LA KELSEYCHESTER VA  53X9,54.06,Utilities
2024-04-12,REF MACDONALD LLC 316 NH MONICASTAD VT  17L2,76.45,Restaurants
2024-08-02,INV MORRIS GROUP 458 TX LAKE JIMMY NV  36F9,7.34,Streaming
2025-10-15,PURCHASE AUTHORIZED JONES-PEREZ 180 MI PORT CHRISTINE RI  46x0,55.43,Groceries
2024-09-27,DEBIT GARDNER-CANTU 789 MT YOUNGBURGH OK  57y4,136.15,Utilities
2025-07-05,INV BEST-CAMPBELL 927 CO MARTINEZMOUTH AZ  84X7,33.19,Other
2025-10-08,PAYMENT CHAPMAN-SMITH 612 SC FERNANDOBOROUGH MI  97W5,428.25,Other
2025-07-13,TXN FLEMING GROUP 897 IL CHELSEABURY AS  94V6,22.5,Restaurants
2024-08-05,POS ELLIOTT AND SONS 133 WY TURNERTON MD  48v5,18.54,Public Transport
2024-06-22,DEBIT BLUE BOTTLE FERNANDEZLAND FM  48Q3,6.93,Coffee Shops
2025-03-21,PURCHASE AUTHORIZED MONTES PLC 081 PR KENNEDYCHESTER VI  20A5,334.37,Insurance
2025-06-23,"PAYMENT PERRY, TAYLOR AND TREVINO 773 VA PORT DEANNA SD  90C5",32.71,Restaurants
2024-05-30,# ALLEN-POWERS 245 TX WEST MARKCHESTER MH  23s1,15.17,Streaming
2024-08-06,REF GREEN-WHITE 931 NY WEST HOLLYSTAD NY  95N0,73.88,Restaurants
2025-10-15,ONLINE PAYMENT HORN PLC 163 MS HUNTERTON UT  86y5,6.31,Coffee Shops
2024-03-03,DEBIT WHITE-MCINTYRE 865 NY SOUTH ROBERT ME  30G9,151.1,Groceries
2024-08-27,REF GRIFFIN-ARNOLD 611 CT REYESPORT FM  97j1,204.04,Other
2024-02-28,DEBIT PARKER-NOVAK 181 DC MARTINEZCHESTER WV  14u5,51.07,Groceries
2025-02-21,# THOMPSON GROUP 507 AR PORT MITCHELL IL  70A9,399.8,Insurance
2024-10-10,DEBIT MCDANIEL LTD 957 CA ZACHARYSHIRE OR  92w5,114.78,Other
2025-03-22,POS JORDAN LTD 015 SC WILLIAMSPORT GU  52w4,354.85,Insurance
2024-10-16,REF EVANS-PALMER 092 PR NORTH GINA VT  91L6,273.12,Utilities
2026-02-16,PURCHASE AUTHORIZED FOWLER-WIGGINS 314 GA ANGELAFURT RI  78t4,144.05,Restaurants
2026-02-16,"# LIN, RUSSELL AND BRADFORD 279 CT WEST NATALIEBOROUGH MI  59e3",116.89,Restaurants
2025-12-07,INV MCDONALDS STEWARTBURY WY  16y2,70.25,Restaurants
2025-10-15,TXN SANCHEZ-WILLIAMS 476 FM EAST TAYLORVIEW FL  74z0,392.18,Clothing
2025-06-25,"PURCHASE AUTHORIZED STEVENS, HUDSON AND MYERS 653 UT WRIGHTHAVEN VT  26F6",138.95,Utilities
2025-10-08,ONLINE PAYMENT DAUGHERTY INC 806 TN LAKE EDWARD VI  67q5,472.48,Clothing
2025-02-04,TXN JACKSON LLC 278 ME EAST DONALD NJ  34X4,174.54,Other
2024-12-29,INV DAVIS GROUP 629 OR EAST EMMABURY IL  95i6,166.15,Groceries
2025-01-28,INV JACKSON AND SONS 004 CA SCOTTPORT VI  35V3,102.11,Utilities
2025-06-07,DEBIT BARBER-FOWLER 628 DC RYANVIEW ID  61n5,334.27,Airfare
2024-06-30,POS COMCAST STEFANIEFORT CT  77n4,149.48,Utilities
2025-07-25,POS MOBIL EAST COLLEEN ID  71o8,21.72,Gas
2025-04-30,# CLINE-LEBLANC 375 PR CHARLESSIDE NM  57u5,306.6,Other
2024-03-31,# GARCIA LLC 706 RI ANDREWSIDE AS  41V8,88.68,Other
2025-11-05,"ONLINE PAYMENT MOODY, CHAMBERS AND WOODARD 135 MS WEST JUSTINMOUTH VT  67h8",206.05,Clothing
2025-04-23,ONLINE PAYMENT BRIDGES-CANTU 358 KY WEST JIMMYMOUTH FL  72Q9,398.9,Airfare
2024-07-01,TXN SMITH LTD 022 MO EVANSBURGH WV  78T1,36.05,Restaurants
2024-06-16,"REF CHRISTENSEN, TAYLOR AND JONES 069 HI HUNTTOWN TX  08z8",23.24,Gas
2025-01-12,PAYMENT AVILA INC 683 VI DIAZTON FL  73d2,444.87,Other
2025-10-16,INV STANLEY LLC 751 WA WILLIAMSBURGH MN  46D5,100.72,Clothing
2025-07-19,"PAYMENT DAVIS, COLLINS AND FOX 625 CT COURTNEYVIEW IA  48y4",307.11,Other
2025-02-28,DEBIT WALKER-CRAWFORD 105 RI MCCOYBOROUGH AS  35V8,122.2,Other
2025-08-20,# LUCERO LTD 445 AL SILVAVILLE UT  92X1,103.09,Other
2024-08-03,TXN WILLIAMS INC 027 AZ JOHNNYCHESTER HI  73l9,277.55,Other
2024-10-17,REF PORTER-ROBINSON 329 VT PAULMOUTH ME  04a6,147.73,Groceries
2025-09-07,"REF BROWN, JONES AND RODRIGUEZ 226 MD NEW SUSAN SD  81D7",11.22,Groceries
2025-05-23,"REF PARKER, OLSEN AND WOLFE 385 AL WILLISSHIRE MP  54R6",255.62,Utilities
2025-12-07,PURCHASE AUTHORIZED USAA JOSHUATOWN NE  30g2,188.5,Insurance
2024-10-24,PAYMENT STATE FARM WEST ALEXANDRAFORT GA  70i7,170.16,Insurance
2025-04-13,POS SKINNER-OCONNOR 140 IL JOSEPHHAVEN LA  91y2,303.84,Airfare
2025-07-17,ONLINE PAYMENT LOZANO INC 753 OK HAYESCHESTER WY  39x8,95.98,Groceries
2024-03-20,"# MITCHELL, DAVIS AND SMITH 560 OR EAST JEREMIAH TX  12M0",61.46,Groceries
2025-01-31,PURCHASE AUTHORIZED ALDI JENNIFERFURT KS  08R7,67.33,Groceries
2024-09-05,ONLINE PAYMENT GUERRERO GROUP 787 OR EAST BILLYSTAD PW  68S7,102.88,Insurance
2025-08-04,"# GONZALEZ, MCDONALD AND SANTOS 962 DC TAMARASTAD KY  57e1",141.46,Insurance
2025-05-24,TXN KOCH-FIGUEROA 607 MA ROBBINSBURY HI  02y7,14.43,Coffee Shops
2025-03-12,# TAPIA PLC 535 UT SOUTH BRUCE VI  50f0,22.51,Other
2025-03-24,REF MORENO-WAGNER 870 PW CATHYFURT VI  31J0,172.42,Utilities
2025-06-17,# FLORES LTD 678 ID NORTH ROBERTLAND SC  51P6,119.63,Clothing
2024-06-14,ONLINE PAYMENT OLIVE GARDEN TODDSTAD CT  79b9,68.61,Restaurants
2024-11-05,PURCHASE AUTHORIZED MICROSOFT PARRISHMOUTH CA  43b4,83.7,Electronics
2025-12-08,"TXN GUTIERREZ, JOHNSON AND FISHER 287 MA PORT CORYVIEW LA  64C2",12.78,Streaming
2024-06-10,TXN OLIVER AND SONS 248 MS WEST PAMELACHESTER VI  19B4,317.77,Electronics
2024-12-29,ONLINE PAYMENT JOHNSON INC 632 MD RODRIGUEZVIEW MS  00i6,106.93,Restaurants
2024-11-19,"INV SMITH, HUFFMAN AND NORTON 729 MO MELISSABURY SD  70K7",223.67,Other
2025-03-23,TXN AVILA-CARPENTER 265 CA MCDANIELFORT CA  31K1,145.54,Restaurants
2025-05-29,"TXN MCGEE, ZAMORA AND SMITH 814 GU SOUTH LUISVILLE AK  50T1",376.73,Hotels
2025-05-24,REF MARTINEZ-SMITH 214 NC NORTH KATHLEEN CT  04H5,276.02,Other
2025-05-01,PAYMENT FREEMAN GROUP 102 DC EAST JEFFREY IN  62q6,314.87,Other
2026-01-13,ONLINE PAYMENT FERGUSON PLC 917 VI PORT CHRISTINE MA  07x9,59.04,Groceries
2026-02-01,# DAVIS-ANDERSON 986 SC PORT MIKE CA  91x3,22.39,Restaurants
2025-01-15,"PURCHASE AUTHORIZED MONTGOMERY, HILL AND ELLIS 232 PW CHRISTINACHESTER DE  62v7",252.38,Other
2024-10-07,"PAYMENT HAMMOND, HARRISON AND MCCONNELL 970 MD LAKE STACYSIDE NE  73K8",391.16,Clothing
2024-06-25,REF PEARSON-MORRIS 209 UT CONTRERASSHIRE NH  01f8,146.77,Groceries
2025-11-21,TXN SMITH GROUP 122 VI TRANVILLE MI  47f2,174.7,Groceries
2024-12-01,POS LONG-KIM 608 TN YOUNGSHIRE MH  10N8,1396.06,Electronics
2025-11-12,"TXN HOPKINS, GILMORE AND HARVEY 892 SD PORT DONNA VI  54w6",152.06,Utilities
2025-05-25,POS GRANT AND SONS 359 GU WEST SEANBOROUGH SD  01C8,80.46,Gas
2025-11-06,PURCHASE AUTHORIZED HENDERSON-LARSON 261 HI MARSHALLTON NV  30t9,63.26,Clothing
2024-12-12,INV ALLEN-TAYLOR 666 KY WEST MARIABURGH IN  38N6,38.84,Groceries
2025-07-04,POS PATEL LTD 323 FL RAMOSFURT RI  95E4,5.02,Streaming
2024-07-07,REF RICE-HOGAN 809 NC NORTH KENNETHBURY AK  12t4,52.11,Other
2024-04-22,REF COOPER-GIBBS 205 ME LAKE LEONARDBOROUGH PA  74D6,324.19,Insurance
2024-06-19,INV SULLIVAN LTD 901 MD COOKHAVEN MA  95b8,9.36,Public Transport
2024-04-28,ONLINE PAYMENT CURRY-CAREY 926 ID MICHAELMOUTH CA  10A5,36.62,Gas
2024-06-30,TXN MILLER LLC 962 MA WEST ALAN NJ  78v1,118.8,Restaurants
2024-12-14,INV PETERSON-DECKER 149 LA WEST RYANMOUTH ME  68f0,29.4,Groceries
2024-09-03,DEBIT SAUNDERS AND SONS 268 AR SANDOVALMOUTH MN  94I3,86.06,Electronics
2024-10-24,"POS LI, WRIGHT AND PEREZ 025 AL JOHNNYTON IN  13e9",9.72,Coffee Shops
2024-08-10,INV MARTINEZ-JONES 655 SD MORTONFURT NJ  75P7,171.63,Groceries
2025-12-11,TXN GUZMAN-SMITH 755 MS PORT REBECCASTAD MT  23w2,119.98,Groceries
2024-10-29,"PURCHASE AUTHORIZED AUSTIN, LEE AND OCONNELL 518 CT NORTH TODDMOUTH CO  87P4",43.88,Restaurants
2025-03-24,PURCHASE AUTHORIZED PEREZ-JOHNSON 059 IA EAST THOMASSHIRE CO  32I6,488.39,Clothing
2025-05-09,ONLINE PAYMENT WILLIAMS GROUP 369 WV TAPIABURGH RI  36f7,230.67,Airfare
2025-03-04,"# HILL, MCKINNEY AND HARRIS 046 IL DAVISTOWN NC  48o1",334.42,Other
2024-04-04,# AT&T KIRBYPORT CA  58X1,79.97,Utilities
2024-02-22,# PARKS GROUP 553 PA EAST THOMASFURT PA  14c4,139.24,Other
2024-06-21,ONLINE PAYMENT SILVA-GRANT 334 AZ LAKE MICHAEL GU  99Y3,161.49,Groceries
2024-09-02,"PAYMENT MENDOZA, THOMAS AND HALL 668 GA WEST OMARBURGH CO  09J5",108.47,Utilities
2025-07-16,POS MILLER INC 625 TX WOODSCHESTER MH  46y4,48.33,Electronics
2026-02-12,"POS HARRIS, HOWARD AND TURNER 469 UT SOUTH REBECCAVILLE KS  14y9",498.25,Hotels
2025-06-15,# ESTES-LEACH 272 DE LAKE JAMES DC  48T8,243.78,Utilities
2025-09-12,DEBIT TRAN LTD 654 AS WEST JOSHUA AS  39t8,7.71,Streaming
2024-12-10,TXN SILVA-LEWIS 138 PW LAKE STEVEN NV  57v7,444.94,Other
2024-11-11,DEBIT CARTER LTD 373 GA JENNIFERTOWN MI  01d1,48.44,Public Transport
2024-05-23,POS MELTON-VANCE 000 MD NEW REBECCA DE  09c3,151.76,Utilities
